pair,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2
"('CXH', 'MFM')",False,False,True,False,False
"('CXH', 'CXE')",False,False,False,False,False
"('CXH', 'MFV')",False,False,False,False,False
"('MCR', 'CXE')",False,False,False,False,False
"('MCR', 'MFV')",False,False,False,False,False
"('MCR', 'MFM')",False,False,False,False,False
"('MCR', 'CIF')",False,False,False,False,False
"('LSXMA', 'LSXMK')",False,False,False,True,False
"('VVR', 'VKI')",False,False,False,False,False
"('VVR', 'VTA')",False,False,False,True,False
"('MFM', 'MFV')",False,False,False,False,False
"('MFM', 'CXE')",False,False,False,False,False
"('MFM', 'CIF')",False,False,False,False,False
"('VTA', 'VKI')",False,False,False,False,False
"('MFV', 'CXE')",True,False,False,False,False
"('MFV', 'CIF')",False,False,False,False,False
"('CXE', 'CIF')",False,True,True,False,False
"('VGM', 'VKI')",False,True,False,False,False
"('VGM', 'VCV')",False,False,False,True,False
"('VGM', 'VVR')",False,False,False,False,False
"('VGM', 'VTN')",False,False,False,False,False
"('VGM', 'VLT')",False,False,False,False,False
"('VGM', 'IHIT')",False,False,False,False,False
"('VGM', 'IQI')",False,False,False,False,False
"('VGM', 'OIA')",False,False,False,False,False
"('VGM', 'VPV')",False,False,False,False,False
"('VGM', 'VBF')",False,False,False,False,False
"('VGM', 'VMO')",False,False,False,False,False
"('VGM', 'VKQ')",True,False,False,False,False
"('VGM', 'VTA')",False,False,False,False,False
"('VGM', 'IIM')",True,False,False,False,False
"('LAQ', 'ABE')",False,False,False,False,DISSOLVED
"('LAQ', 'ISL')",False,False,False,False,DISSOLVED
"('SNI', 'SSP')",True,DISSOLVED,DISSOLVED,DISSOLVED,DISSOLVED
"('IQI', 'VKI')",False,False,False,False,True
"('IQI', 'VCV')",False,False,False,False,False
"('IQI', 'VVR')",False,True,False,False,False
"('IQI', 'VTN')",False,False,False,False,False
"('IQI', 'VLT')",False,False,False,False,False
"('IQI', 'IHIT')",False,True,False,True,False
"('IQI', 'OIA')",False,True,False,False,False
"('IQI', 'VPV')",False,False,True,True,True
"('IQI', 'VBF')",False,False,False,False,False
"('IQI', 'VMO')",False,False,False,True,True
"('IQI', 'VKQ')",False,False,False,False,False
"('IQI', 'VTA')",False,True,False,False,False
"('IQI', 'IIM')",False,False,False,False,False
"('VLT', 'VKI')",False,False,False,False,False
"('VLT', 'VCV')",True,False,False,False,False
"('VLT', 'VVR')",False,False,False,False,False
"('VLT', 'VTN')",False,False,False,False,False
"('VLT', 'IHIT')",False,False,False,True,False
"('VLT', 'OIA')",False,False,False,False,False
"('VLT', 'VPV')",False,False,False,False,False
"('VLT', 'VBF')",False,False,False,False,False
"('VLT', 'VMO')",False,False,False,False,False
"('VLT', 'VKQ')",False,False,False,False,False
"('VLT', 'VTA')",False,False,False,False,False
"('VLT', 'IIM')",False,False,False,False,False
"('IF', 'ABE')",False,False,False,False,DISSOLVED
"('IF', 'ISL')",False,False,False,False,DISSOLVED
"('MGM', 'MGP')",False,False,False,False,False
"('IHIT', 'VKI')",False,True,False,True,False
"('IHIT', 'VCV')",False,True,False,True,False
"('IHIT', 'VVR')",False,False,False,True,False
"('IHIT', 'VTN')",False,False,False,True,False
"('IHIT', 'OIA')",True,True,False,True,False
"('IHIT', 'VPV')",True,False,False,True,False
"('IHIT', 'VBF')",False,False,False,True,False
"('IHIT', 'VMO')",True,True,False,True,False
"('IHIT', 'VKQ')",False,True,False,True,False
"('IHIT', 'VTA')",False,True,False,True,False
"('IHIT', 'IIM')",False,True,False,False,False
"('IIM', 'OIA')",False,False,False,False,False
"('IIM', 'VCV')",False,False,False,False,False
"('IIM', 'VKI')",False,False,False,False,False
"('IIM', 'VMO')",False,False,False,False,False
"('IIM', 'VVR')",False,False,False,False,False
"('IIM', 'VKQ')",True,False,False,False,False
"('IIM', 'VTN')",False,False,False,False,False
"('IIM', 'VBF')",False,False,False,False,False
"('IIM', 'VTA')",False,False,False,False,False
"('IIM', 'VPV')",False,True,False,False,False
"('MPLX', 'MPC')",False,False,False,False,False
"('ENLK', 'ENLC')",True,False,False,False,False
"('AINC', 'AHT')",False,False,False,False,False
"('HY', 'NC')",False,False,False,False,False
"('INSW', 'OSG')",False,False,False,False,False
"('ANAT', 'NWLI')",True,False,False,False,False
"('VMO', 'VBF')",False,False,False,False,False
"('VMO', 'VTA')",False,False,False,False,False
"('VMO', 'VKQ')",False,False,False,False,False
"('VMO', 'VPV')",False,False,False,True,True
"('VMO', 'OIA')",False,False,False,False,False
"('VMO', 'VTN')",False,False,False,False,False
"('VMO', 'VVR')",False,False,False,False,False
"('VMO', 'VCV')",False,False,False,False,False
"('VMO', 'VKI')",False,True,False,False,True
"('OIA', 'VPV')",False,False,False,False,False
"('OIA', 'VVR')",False,False,False,False,False
"('OIA', 'VTN')",False,False,False,False,True
"('OIA', 'VBF')",False,False,False,False,False
"('OIA', 'VCV')",False,False,False,False,True
"('OIA', 'VKI')",False,False,False,False,False
"('OIA', 'VKQ')",False,False,False,False,False
"('OIA', 'VTA')",False,False,False,False,False
"('VTN', 'VBF')",False,False,False,False,False
"('VTN', 'VTA')",False,False,False,False,False
"('VTN', 'VKQ')",False,False,True,False,False
"('VTN', 'VPV')",False,False,True,False,False
"('VTN', 'VVR')",False,False,False,False,False
"('VTN', 'VCV')",False,False,False,False,False
"('VTN', 'VKI')",False,False,True,False,False
"('VCV', 'VKQ')",True,False,False,False,False
"('VCV', 'VBF')",False,False,False,False,False
"('VCV', 'VPV')",False,False,False,False,False
"('ABT', 'ABBV')",False,False,False,False,False
"('VVR', 'VPV')",False,False,True,False,False
"('VVR', 'VBF')",False,False,False,False,False
"('VVR', 'VKQ')",False,False,False,False,False
"('VKQ', 'VBF')",False,False,False,False,False
"('VKQ', 'VTA')",False,False,False,False,False
"('VKQ', 'VPV')",False,False,False,False,False
"('VKQ', 'VKI')",False,True,True,False,False
"('VTA', 'VPV')",False,False,False,False,False
"('VTA', 'VBF')",False,False,False,False,False
"('VKI', 'VPV')",False,True,True,False,True
"('VKI', 'VBF')",True,False,False,False,False
"('VPV', 'VBF')",False,False,False,False,False
"('HGV', 'HLT')",False,False,False,False,False
"('FANG', 'VNOM')",False,False,False,False,False
"('TMQ', 'NG')",True,False,False,False,False
"('SRCL', 'AXDX')",False,False,False,False,False
"('CEM', 'CTR')",True,False,False,True,False
"('CEM', 'EMO')",True,False,False,False,False
"('DDD', 'LMNX')",False,False,False,False,False
"('TDF', 'EMF')",False,False,False,False,False
"('INF', 'RA')",False,False,False,False,False
"('FATE', 'LIFE')",False,False,False,False,False
"('CIX', 'KRO')",False,True,False,True,False
"('CIX', 'NL')",False,False,False,False,False
"('EMO', 'CTR')",True,False,False,False,False
"('JCOM', 'CMCT')",False,False,False,False,False
"('SPNE', 'IART')",False,False,False,False,False
"('VMC', 'RF')",False,False,False,False,False
"('GLO', 'GLQ')",False,True,False,True,False
"('GLO', 'GLV')",False,True,True,False,False
"('DO', 'L')",False,False,False,False,False
"('BGY', 'BOE')",False,False,False,True,False
"('TTEN', 'ATLS')",False,False,True,False,False
"('GLV', 'GLQ')",False,True,False,False,False
"('TPX', 'SIX')",False,False,False,False,False
"('OKE', 'OGS')",False,False,False,False,False
"('ITW', 'NTRS')",False,False,False,False,False
"('RETA', 'APEN')",False,False,False,False,False
"('PIH', 'BTN')",False,False,False,False,False
"('ISL', 'ABE')",True,False,False,False,DISSOLVED
"('JANL', 'GLBZ')",False,True,False,False,False
"('ISIG', 'AIRT')",False,False,False,False,False
"('INIT', 'INTT')",False,False,DISSOLVED,DISSOLVED,DISSOLVED
"('TJX', 'GNC')",False,False,False,False,False
"('PBI', 'TDOC')",False,False,False,False,False
"('TDC', 'ALV')",False,False,False,False,False
"('PKO', 'PCM')",False,False,False,False,False
"('NBIX', 'BIIB')",False,False,False,False,False
"('BFAM', 'BURL')",False,False,False,False,False
"('MS', 'IBM')",False,False,False,False,False
"('SRCL', 'QDEL')",False,False,False,False,False
"('PMM', 'PMO')",True,False,False,False,True
"('GIM', 'EMF')",False,False,False,False,False
"('GIM', 'TDF')",False,False,False,False,False
"('GIM', 'TEI')",False,False,False,False,False
"('SYRS', 'LIFE')",True,False,False,False,False
"('MGEN', 'ZFGN')",False,False,False,False,False
"('OPK', 'TRXC')",False,False,False,False,False
"('GER', 'GMZ')",False,False,False,False,False
"('ICPT', 'SGEN')",False,False,False,False,False
"('TDF', 'TEI')",False,False,False,False,False
"('ACGL', 'BIVV')",False,False,False,DISSOLVED,DISSOLVED
"('AAP', 'PRGO')",False,True,False,False,False
"('ANGO', 'LNTH')",False,False,False,True,False
"('ENTG', 'TER')",False,False,False,False,False
"('FULT', 'YORW')",False,False,False,False,False
"('VAC', 'HT')",False,False,True,False,False
"('HT', 'CDOR')",False,True,False,False,False
"('SCD', 'CEM')",False,False,False,False,False
"('SCD', 'CTR')",False,False,False,False,False
"('SCD', 'EMO')",False,False,False,False,False
"('LOGM', 'CTXS')",False,False,False,False,False
"('HPE', 'MRK')",False,False,False,False,False
"('ALNY', 'IRWD')",False,False,False,False,False
"('SYRS', 'ALNY')",False,False,False,False,False
"('AAMC', 'RESI')",False,False,False,False,False
"('TTI', 'CCLP')",False,False,False,False,False
"('DS', 'NRZ')",False,False,False,False,False
"('MAR', 'BA')",False,False,False,False,False
"('SANW', 'SNES')",False,False,False,False,False
"('RIGL', 'NVUS')",False,False,False,False,False
"('MYJ', 'BLJ')",False,False,True,False,DISSOLVED
"('MYJ', 'MUJ')",False,True,False,False,False
"('GGG', 'FUL')",False,False,False,False,False
"('PFE', 'AIG')",False,False,False,False,False
"('COLL', 'TTPH')",False,False,False,False,True
"('ALNY', 'LIFE')",False,False,False,False,False
"('SNPS', 'TER')",False,False,False,False,False
"('AMRN', 'CHMA')",False,False,False,False,False
"('XPER', 'MRVL')",False,False,False,False,False
"('NL', 'VHI')",False,False,False,False,False
"('DRH', 'VAC')",False,False,False,False,False
"('LC', 'SQ')",False,False,False,False,False
"('TEI', 'EMF')",False,False,False,False,False
"('RESN', 'LII')",True,False,False,False,False
"('ILMN', 'VCYT')",False,False,False,False,False
"('BRTX', 'APDN')",False,False,False,True,False
"('GBT', 'MYOK')",True,False,False,False,False
"('INCY', 'SGEN')",False,False,False,False,False
"('VHI', 'KRO')",False,False,False,False,False
"('VMC', 'XEL')",False,False,False,False,False
"('HXL', 'TFX')",False,False,False,False,False
"('ADM', 'GCI')",False,False,False,False,False
"('PKG', 'TEN')",False,False,False,False,False
"('IMGN', 'GLYC')",False,False,False,False,True
"('PBF', 'NRG')",False,False,False,False,False
"('COLL', 'AMAG')",False,False,False,False,False
"('BXS', 'DEL')",False,False,False,DISSOLVED,DISSOLVED
"('HAWK', 'PAY')",False,DISSOLVED,DISSOLVED,DISSOLVED,DISSOLVED
"('BA', 'CAT')",False,False,False,False,False
"('FITB', 'MPC')",False,False,False,False,False
"('RYAM', 'TECD')",False,False,False,False,False
"('VCRA', 'FIVN')",False,False,False,False,False
"('NOW', 'VEEV')",False,False,False,False,False
"('QDEL', 'AXDX')",False,False,False,False,False
"('PRI', 'ZION')",False,False,False,False,False
"('IART', 'OMI')",False,False,False,False,False
"('OMC', 'CAR')",False,False,False,False,False
"('FCB', 'CLI')",True,False,False,False,False
"('FCB', 'ICE')",False,False,False,False,False
"('SGMS', 'FCX')",False,False,False,False,False
"('CPE', 'CBI')",False,False,False,False,DISSOLVED
"('DGX', 'INAP')",False,False,False,False,False
"('MNE', 'MUI')",False,False,False,False,False
"('ECL', 'RSG')",False,False,False,False,False
"('EFF', 'EFT')",False,True,False,False,False
"('WTBA', 'UFCS')",False,False,False,False,False
"('BANR', 'FBP')",False,False,False,False,False
"('FE', 'TSE')",False,False,False,False,False
"('TROW', 'MKC')",False,False,False,False,False
"('AGIO', 'BLUE')",False,False,True,False,False
"('ARQL', 'SELB')",False,False,False,False,False
"('ANTH', 'CBAY')",False,False,False,False,False
"('BOKF', 'OKE')",False,False,False,False,False
"('BFY', 'BQH')",True,False,False,False,True
"('BFY', 'BSE')",False,False,False,False,False
"('BFY', 'MNE')",True,False,False,False,False
"('STMP', 'PRSS')",False,False,True,False,False
"('SFE', 'AWK')",False,False,False,False,False
"('ALL', 'MMM')",False,False,False,False,False
"('BIVV', 'BIIB')",False,False,False,DISSOLVED,DISSOLVED
"('CMP', 'OMN')",False,False,False,False,False
"('DERM', 'FPRX')",True,False,False,False,False
"('INGR', 'AKS')",False,False,False,False,False
"('TIPRX', 'TIPWX')",True,True,True,True,True
"('LYV', 'LSXMA')",False,False,False,False,False
"('LYV', 'LSXMK')",False,False,False,False,False
"('RETA', 'CRVS')",False,False,False,False,False
"('DVA', 'KND')",True,False,False,False,True
"('SFE', 'VG')",False,False,False,False,False
"('EMN', 'CB')",False,False,False,False,False
"('NOW', 'PSTG')",False,False,False,False,False
"('ORCL', 'AKAM')",False,False,False,False,False
"('MRTX', 'BMRN')",False,False,False,False,False
"('TSE', 'ST')",True,False,False,False,False
"('GCP', 'MKSI')",False,False,False,False,False
"('HUBB', 'KAMN')",False,False,False,False,False
"('LSXMA', 'CHTR')",False,False,False,False,False
"('LSXMK', 'CHTR')",False,False,False,False,False
"('TYG', 'NDP')",False,False,False,False,False
"('TYG', 'NTG')",False,False,False,False,True
"('EPZM', 'TSRO')",False,DISSOLVED,DISSOLVED,DISSOLVED,DISSOLVED
"('BLJ', 'MUJ')",True,True,True,True,DISSOLVED
"('GERN', 'ILMN')",False,False,False,False,False
"('GNC', 'BIG')",False,False,False,False,False
"('SAGE', 'ALNY')",False,False,False,False,False
"('CHTR', 'DISCK')",False,False,False,False,False
"('CHTR', 'DISCA')",False,False,False,False,False
"('MNE', 'BQH')",True,False,False,True,True
"('MNE', 'BSE')",True,False,False,False,False
"('FSLR', 'INT')",False,False,False,False,False
"('CRVS', 'APEN')",True,False,False,False,False
"('KLXI', 'COL')",False,DISSOLVED,DISSOLVED,DISSOLVED,DISSOLVED
"('NAV', 'RIG')",False,False,False,False,False
"('LXRX', 'BUFF')",False,False,False,False,DISSOLVED
"('SIR', 'FVE')",False,True,False,False,False
"('IBM', 'PG')",False,False,False,False,False
"('LPI', 'AR')",False,False,False,False,False
"('RARE', 'SGEN')",False,False,False,False,False
"('SNV', 'GPC')",False,False,False,False,False
"('JRO', 'JSD')",False,False,False,False,False
"('CUBI', 'ACFC')",False,False,False,False,DISSOLVED
"('DFIN', 'DBD')",False,False,False,False,False
"('SO', 'GPC')",False,False,False,False,False
"('TA', 'FVE')",False,False,False,False,False
"('EXR', 'TEN')",False,False,False,False,False
"('CLSD', 'AERI')",False,False,False,False,False
"('UVV', 'OMI')",False,True,False,False,False
"('PGRE', 'REG')",False,False,False,False,False
"('LNC', 'LUV')",False,False,False,False,False
"('BSE', 'BQH')",True,False,False,False,False
"('AMRS', 'CDXS')",False,False,False,False,False
"('GT', 'NRG')",False,False,False,False,False
"('DDS', 'PAYC')",False,False,False,False,False
"('UTX', 'MDLZ')",False,False,False,False,False
"('CPS', 'PHH')",False,False,False,False,False
"('INVA', 'CCXI')",False,False,False,False,False
"('VGM', 'AT')",False,False,False,False,False
"('VGM', 'ON')",False,False,True,False,False
"('MIC', 'WPX')",False,False,False,False,False
"('PNC', 'MDLZ')",False,False,False,False,False
"('PNC', 'MPC')",False,False,False,False,False
"('ASB', 'AAP')",False,False,False,False,False
"('ASB', 'KMB')",False,False,False,False,False
"('BSM', 'CRZO')",False,False,False,False,True
"('CRZO', 'CPT')",False,False,False,False,False
"('CTL', 'MITL')",False,DISSOLVED,DISSOLVED,DISSOLVED,DISSOLVED
"('CHRW', 'OTTR')",False,False,False,False,False
"('TJX', 'DNKN')",False,False,False,False,False
"('VTGN', 'DRRX')",False,False,True,False,False
"('TMPS', 'SGMS')",False,False,False,False,False
"('TMPS', 'COWN')",False,False,False,False,False
"('ARNA', 'RARE')",False,False,False,True,False
"('VEEV', 'SPLK')",False,False,False,False,False
"('SHAK', 'SIG')",False,False,False,False,False
"('SP', 'THC')",False,False,False,False,False
"('SP', 'KAMN')",False,False,False,False,False
"('OSK', 'CACI')",False,False,False,False,False
"('RGLS', 'EXEL')",False,False,False,False,False
"('RGLS', 'BIIB')",False,False,False,False,False
"('TG', 'UVV')",False,False,False,False,False
"('NFLX', 'GOOG')",False,False,True,False,False
"('NFLX', 'ANET')",False,False,True,False,False
"('NFLX', 'GLUU')",False,False,False,False,False
"('EGOV', 'UMBF')",False,False,False,False,False
"('SM', 'CCLP')",False,False,False,False,False
"('SM', 'TTI')",False,False,False,False,True
"('BME', 'BAF')",False,False,False,False,False
"('BME', 'BSD')",False,False,False,False,False
"('GNTX', 'BWA')",False,False,False,True,False
"('GNTX', 'STRL')",False,False,False,False,False
"('R', 'NATI')",False,False,False,False,False
"('HAWK', 'CAR')",False,False,False,False,DISSOLVED
"('HAWK', 'CVG')",False,False,False,True,DISSOLVED
"('CNC', 'PPL')",False,False,False,False,False
"('GBAB', 'GOF')",False,False,False,False,False
"('GBAB', 'GGM')",False,False,False,False,True
"('GBAB', 'FMO')",False,False,False,False,True
"('PHM', 'SPXC')",False,False,True,False,False
"('OUT', 'TTWO')",False,False,False,False,False
"('SAGE', 'BIVV')",False,False,False,DISSOLVED,DISSOLVED
"('WIRE', 'CSWC')",False,False,False,False,False
"('VER', 'CXP')",False,False,False,False,False
"('VYGR', 'GBT')",False,False,False,False,False
"('LSCC', 'AMBA')",False,False,False,False,False
"('KWR', 'RBCN')",False,False,False,False,False
"('TRU', 'ALL')",False,False,False,False,False
"('DKS', 'HOME')",False,False,False,False,False
"('PBI', 'HSY')",False,False,False,False,False
"('TDC', 'JBT')",False,False,False,False,False
"('FCN', 'DD')",False,False,False,False,False
"('FCN', 'ITT')",False,False,True,False,False
"('WBS', 'CLH')",False,False,False,False,False
"('CRM', 'AABA')",False,DISSOLVED,DISSOLVED,DISSOLVED,DISSOLVED
"('VC', 'COMM')",False,False,False,False,False
"('CTL', 'WTI')",False,False,False,False,False
"('WY', 'XEL')",False,False,False,False,False
"('WY', 'SSP')",False,False,False,False,False
"('PKO', 'PFLEX')",False,False,False,False,False
"('PKO', 'PGP')",False,False,False,False,False
"('PGRE', 'DEI')",False,False,False,True,False
"('CMI', 'HOG')",False,False,False,True,False
"('CERS', 'PKI')",False,False,False,False,False
"('NBIX', 'ADRO')",False,False,False,False,False
"('IQI', 'AT')",False,False,False,False,False
"('IQI', 'ON')",False,False,False,False,False
"('PGR', 'KEY')",False,False,False,False,False
"('PRU', 'NWL')",False,False,False,False,False
"('APD', 'FOLD')",False,False,False,False,False
"('APD', 'VRTX')",False,False,False,False,False
"('ED', 'HMHC')",False,False,False,False,False
"('VR', 'VNO')",False,DISSOLVED,DISSOLVED,DISSOLVED,DISSOLVED
"('SPWR', 'HPQ')",False,False,False,False,False
"('ROP', 'CRL')",False,False,False,False,False
"('ROP', 'CVG')",False,True,False,True,False
"('ROP', 'STAY')",False,False,False,False,False
"('JNPR', 'CTXS')",False,False,False,False,False
"('JNPR', 'LOGM')",False,False,False,False,False
"('JNPR', 'KLAC')",False,False,False,False,False
"('CPN', 'PRGO')",False,DISSOLVED,DISSOLVED,DISSOLVED,DISSOLVED
"('CMCSA', 'AMKR')",False,False,False,False,False
"('ANDE', 'FE')",False,False,False,False,False
"('L', 'CMD')",False,False,False,False,False
"('UNVR', 'TDC')",False,False,False,False,False
"('PTLA', 'SCMP')",False,DISSOLVED,DISSOLVED,DISSOLVED,DISSOLVED
"('APPF', 'TLYS')",False,False,False,False,False
"('MA', 'RM')",False,False,False,False,False
"('CDNA', 'VCYT')",False,False,False,False,False
"('CDNA', 'FPRX')",False,False,True,False,False
"('CDNA', 'BCRX')",False,False,False,False,False
"('EVBG', 'VECO')",False,False,False,False,False
"('XHR', 'AAL')",False,False,False,False,False
"('LHCG', 'BLBD')",False,False,False,False,False
"('ITRI', 'POR')",False,False,False,False,False
"('AERI', 'TRVN')",False,False,False,False,False
"('AERI', 'IRWD')",False,False,True,False,False
"('FCN', 'TROW')",False,False,False,False,False
"('FCN', 'RXN')",False,False,False,False,False
"('VNDA', 'SAGE')",False,False,False,False,False
"('PLYA', 'AGNC')",False,False,False,False,False
"('ICPT', 'ILMN')",False,False,True,False,False
"('ICPT', 'CORT')",False,False,False,False,False
"('ICPT', 'GERN')",False,False,True,False,False
"('NCR', 'JNPR')",False,False,False,False,False
"('CIO', 'WHLR')",False,False,False,False,False
"('DNKN', 'LLY')",False,False,False,False,False
"('DNKN', 'LOW')",False,False,False,False,False
"('DNKN', 'RLGY')",False,False,False,False,False
"('MMC', 'UNP')",False,False,False,False,False
"('AET', 'BSX')",False,False,False,False,False
"('DGX', 'JBL')",False,False,False,False,False
"('HOLX', 'PODD')",False,False,False,False,False
"('RAD', 'KMX')",False,False,False,False,False
"('VTVT', 'SIGA')",False,False,False,False,False
"('VRTV', 'HAS')",False,False,False,False,False
"('FLT', 'GPN')",False,False,False,False,False
"('VRTS', 'SFE')",False,False,False,False,False
"('CVG', 'TRU')",False,False,False,False,True
"('NATR', 'MRLN')",False,False,False,False,False
"('NOC', 'JACK')",False,False,False,False,False
"('ATHX', 'ACOR')",True,False,False,False,False
"('FI', 'CLR')",False,False,False,False,False
"('ALBO', 'AMAG')",False,False,False,False,False
"('OSUR', 'WST')",False,False,False,False,False
"('POL', 'ASH')",False,False,False,False,False
"('BBF', 'MQY')",False,False,False,False,False
"('BBF', 'MNE')",False,False,False,False,False
"('BBF', 'BQH')",False,False,False,False,False
"('BBF', 'BFY')",False,False,False,False,False
"('BBF', 'BSE')",False,False,False,False,False
"('BBF', 'EFT')",False,False,False,False,False
"('BBF', 'EFF')",False,False,False,False,False
"('VYGR', 'BLUE')",False,False,False,False,False
"('VYGR', 'INCY')",False,False,False,False,False
"('VYGR', 'ALKS')",False,False,False,False,False
"('PK', 'KRG')",False,False,True,False,False
"('MTRN', 'KEY')",False,False,False,False,True
"('MTRN', 'FOE')",False,False,False,False,False
"('PANL', 'HIL')",False,False,False,False,False
"('ISRG', 'MLNX')",False,False,False,False,False
"('CRL', 'HURN')",False,False,False,False,False
"('CVS', 'GE')",False,False,False,False,False
"('FCCY', 'SIGI')",False,False,False,False,False
"('EQC', 'REG')",False,False,False,False,False
"('EQC', 'PGRE')",False,False,False,False,False
"('EQC', 'MITT')",False,True,False,False,False
"('WHR', 'YUM')",False,False,False,False,False
"('ALSN', 'MSA')",False,False,False,False,False
"('NFBK', 'MSEX')",False,False,False,False,False
"('STLY', 'AMNB')",False,False,False,False,False
"('STLY', 'PGEM')",False,True,False,False,DISSOLVED
"('STLY', 'LPNT')",False,DISSOLVED,DISSOLVED,DISSOLVED,DISSOLVED
"('ASNA', 'FRGI')",False,False,False,False,False
"('UTX', 'INTC')",False,False,False,False,False
"('ARR', 'PSA')",False,False,False,False,False
"('KMX', 'PHM')",False,False,False,False,False
"('CP', 'CMG')",False,False,False,False,False
"('CP', 'APD')",False,False,False,False,False
"('TMO', 'CL')",False,False,True,True,False
"('ON', 'X')",False,False,False,False,False
"('T', 'M')",False,False,False,False,False
"('T', 'TUP')",False,False,False,False,False
"('AEP', 'POL')",False,False,False,False,False
"('PM', 'GT')",False,False,False,False,False
"('VG', 'DNKN')",False,False,False,False,False
"('SCMP', 'PDLI')",False,DISSOLVED,DISSOLVED,DISSOLVED,DISSOLVED
"('VLT', 'AT')",False,False,False,False,False
"('VLT', 'ON')",False,False,False,False,False
"('NP', 'FSS')",False,False,False,False,False
"('KEYS', 'TRMB')",False,False,False,False,False
"('L', 'EV')",False,False,False,False,False
"('BSD', 'BLW')",False,False,False,False,False
"('BSD', 'BDJ')",False,False,False,False,False
"('BSD', 'BAF')",False,False,False,False,False
