pair,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2
"('CXH', 'MFM')",False,False,True,False,False
"('CXH', 'CXE')",False,False,False,False,False
"('CXH', 'MFV')",False,False,False,False,False
"('MCR', 'CXE')",False,False,False,False,False
"('MCR', 'MFV')",False,False,False,False,False
"('MCR', 'MFM')",False,False,False,False,False
"('MCR', 'CIF')",False,False,False,False,False
"('LSXMA', 'LSXMK')",False,False,False,True,False
"('VVR', 'VKI')",False,False,False,False,False
"('VVR', 'VTA')",False,False,False,True,False
"('MFM', 'MFV')",False,False,False,False,False
"('MFM', 'CXE')",False,False,False,False,False
"('MFM', 'CIF')",False,False,False,False,False
"('VTA', 'VKI')",False,False,False,False,False
"('MFV', 'CXE')",True,False,False,False,False
"('MFV', 'CIF')",False,False,False,False,False
"('CXE', 'CIF')",False,True,True,False,False
"('VGM', 'VKI')",False,True,False,False,False
"('VGM', 'VCV')",False,False,False,True,False
"('VGM', 'VVR')",False,False,False,False,False
"('VGM', 'VTN')",False,False,False,False,False
"('VGM', 'VLT')",False,False,False,False,False
"('VGM', 'IHIT')",False,False,False,False,False
"('VGM', 'IQI')",False,False,False,False,False
"('VGM', 'OIA')",False,False,False,False,False
"('VGM', 'VPV')",False,False,False,False,False
"('VGM', 'VBF')",False,False,False,False,False
"('VGM', 'VMO')",False,False,False,False,False
"('VGM', 'VKQ')",True,False,False,False,False
"('VGM', 'VTA')",False,False,False,False,False
"('VGM', 'IIM')",True,False,False,False,False
"('LAQ', 'ABE')",False,False,False,False,DISSOLVED
"('LAQ', 'ISL')",False,False,False,False,DISSOLVED
"('SNI', 'SSP')",True,DISSOLVED,DISSOLVED,DISSOLVED,DISSOLVED
"('IQI', 'VKI')",False,False,False,False,True
"('IQI', 'VCV')",False,False,False,False,False
"('IQI', 'VVR')",False,True,False,False,False
"('IQI', 'VTN')",False,False,False,False,False
"('IQI', 'VLT')",False,False,False,False,False
"('IQI', 'IHIT')",False,True,False,True,False
"('IQI', 'OIA')",False,True,False,False,False
"('IQI', 'VPV')",False,False,True,True,True
"('IQI', 'VBF')",False,False,False,False,False
"('IQI', 'VMO')",False,False,False,True,True
"('IQI', 'VKQ')",False,False,False,False,False
"('IQI', 'VTA')",False,True,False,False,False
"('IQI', 'IIM')",False,False,False,False,False
"('VLT', 'VKI')",False,False,False,False,False
"('VLT', 'VCV')",True,False,False,False,False
"('VLT', 'VVR')",False,False,False,False,False
"('VLT', 'VTN')",False,False,False,False,False
"('VLT', 'IHIT')",False,False,False,True,False
"('VLT', 'OIA')",False,False,False,False,False
"('VLT', 'VPV')",False,False,False,False,False
"('VLT', 'VBF')",False,False,False,False,False
"('VLT', 'VMO')",False,False,False,False,False
"('VLT', 'VKQ')",False,False,False,False,False
"('VLT', 'VTA')",False,False,False,False,False
"('VLT', 'IIM')",False,False,False,False,False
"('IF', 'ABE')",False,False,False,False,DISSOLVED
"('IF', 'ISL')",False,False,False,False,DISSOLVED
"('MGM', 'MGP')",False,False,False,False,False
"('IHIT', 'VKI')",False,True,False,True,False
"('IHIT', 'VCV')",False,True,False,True,False
"('IHIT', 'VVR')",False,False,False,True,False
"('IHIT', 'VTN')",False,False,False,True,False
"('IHIT', 'OIA')",True,True,False,True,False
"('IHIT', 'VPV')",True,False,False,True,False
"('IHIT', 'VBF')",False,False,False,True,False
"('IHIT', 'VMO')",True,True,False,True,False
"('IHIT', 'VKQ')",False,True,False,True,False
"('IHIT', 'VTA')",False,True,False,True,False
"('IHIT', 'IIM')",False,True,False,False,False
"('IIM', 'OIA')",False,False,False,False,False
"('IIM', 'VCV')",False,False,False,False,False
"('IIM', 'VKI')",False,False,False,False,False
"('IIM', 'VMO')",False,False,False,False,False
"('IIM', 'VVR')",False,False,False,False,False
"('IIM', 'VKQ')",True,False,False,False,False
"('IIM', 'VTN')",False,False,False,False,False
"('IIM', 'VBF')",False,False,False,False,False
"('IIM', 'VTA')",False,False,False,False,False
"('IIM', 'VPV')",False,True,False,False,False
"('MPLX', 'MPC')",False,False,False,False,False
"('ENLK', 'ENLC')",True,False,False,False,False
"('AINC', 'AHT')",False,False,False,False,False
"('HY', 'NC')",False,False,False,False,False
"('INSW', 'OSG')",False,False,False,False,False
"('ANAT', 'NWLI')",True,False,False,False,False
"('VMO', 'VBF')",False,False,False,False,False
"('VMO', 'VTA')",False,False,False,False,False
"('VMO', 'VKQ')",False,False,False,False,False
"('VMO', 'VPV')",False,False,False,True,True
"('VMO', 'OIA')",False,False,False,False,False
"('VMO', 'VTN')",False,False,False,False,False
"('VMO', 'VVR')",False,False,False,False,False
"('VMO', 'VCV')",False,False,False,False,False
"('VMO', 'VKI')",False,True,False,False,True
"('OIA', 'VPV')",False,False,False,False,False
"('OIA', 'VVR')",False,False,False,False,False
"('OIA', 'VTN')",False,False,False,False,True
"('OIA', 'VBF')",False,False,False,False,False
"('OIA', 'VCV')",False,False,False,False,True
"('OIA', 'VKI')",False,False,False,False,False
"('OIA', 'VKQ')",False,False,False,False,False
"('OIA', 'VTA')",False,False,False,False,False
"('VTN', 'VBF')",False,False,False,False,False
"('VTN', 'VTA')",False,False,False,False,False
"('VTN', 'VKQ')",False,False,True,False,False
"('VTN', 'VPV')",False,False,True,False,False
"('VTN', 'VVR')",False,False,False,False,False
"('VTN', 'VCV')",False,False,False,False,False
"('VTN', 'VKI')",False,False,True,False,False
"('VCV', 'VKQ')",True,False,False,False,False
"('VCV', 'VBF')",False,False,False,False,False
"('VCV', 'VPV')",False,False,False,False,False
"('ABT', 'ABBV')",False,False,False,False,False
"('VVR', 'VPV')",False,False,True,False,False
"('VVR', 'VBF')",False,False,False,False,False
"('VVR', 'VKQ')",False,False,False,False,False
"('VKQ', 'VBF')",False,False,False,False,False
"('VKQ', 'VTA')",False,False,False,False,False
"('VKQ', 'VPV')",False,False,False,False,False
"('VKQ', 'VKI')",False,True,True,False,False
"('VTA', 'VPV')",False,False,False,False,False
"('VTA', 'VBF')",False,False,False,False,False
"('VKI', 'VPV')",False,True,True,False,True
"('VKI', 'VBF')",True,False,False,False,False
"('VPV', 'VBF')",False,False,False,False,False
"('HGV', 'HLT')",False,False,False,False,False
"('FANG', 'VNOM')",False,False,False,False,False
"('TMQ', 'NG')",True,False,False,False,False
"('SRCL', 'AXDX')",False,False,False,False,False
"('CEM', 'CTR')",True,False,False,True,False
"('CEM', 'EMO')",True,False,False,False,False
"('DDD', 'LMNX')",False,False,False,False,False
"('TDF', 'EMF')",False,False,False,False,False
"('INF', 'RA')",False,False,False,False,False
"('FATE', 'LIFE')",False,False,False,False,False
"('CIX', 'KRO')",False,True,False,True,False
"('CIX', 'NL')",False,False,False,False,False
"('EMO', 'CTR')",True,False,False,False,False
"('JCOM', 'CMCT')",False,False,False,False,False
"('SPNE', 'IART')",False,False,False,False,False
"('VMC', 'RF')",False,False,False,False,False
"('GLO', 'GLQ')",False,True,False,True,False
"('GLO', 'GLV')",False,True,True,False,False
"('DO', 'L')",False,False,False,False,False
"('BGY', 'BOE')",False,False,False,True,False
"('TTEN', 'ATLS')",False,False,True,False,False
"('GLV', 'GLQ')",False,True,False,False,False
"('TPX', 'SIX')",False,False,False,False,False
"('OKE', 'OGS')",False,False,False,False,False
"('ITW', 'NTRS')",False,False,False,False,False
"('RETA', 'APEN')",False,False,False,False,False
"('PIH', 'BTN')",False,False,False,False,False
"('ISL', 'ABE')",True,False,False,False,DISSOLVED
"('JANL', 'GLBZ')",False,True,False,False,False
"('ISIG', 'AIRT')",False,False,False,False,False
"('INIT', 'INTT')",False,False,DISSOLVED,DISSOLVED,DISSOLVED
"('TJX', 'GNC')",False,False,False,False,False
"('PBI', 'TDOC')",False,False,False,False,False
"('TDC', 'ALV')",False,False,False,False,False
"('PKO', 'PCM')",False,False,False,False,False
"('NBIX', 'BIIB')",False,False,False,False,False
"('BFAM', 'BURL')",False,False,False,False,False
"('MS', 'IBM')",False,False,False,False,False
"('SRCL', 'QDEL')",False,False,False,False,False
"('PMM', 'PMO')",True,False,False,False,True
"('GIM', 'EMF')",False,False,False,False,False
"('GIM', 'TDF')",False,False,False,False,False
"('GIM', 'TEI')",False,False,False,False,False
"('SYRS', 'LIFE')",True,False,False,False,False
"('MGEN', 'ZFGN')",False,False,False,False,False
"('OPK', 'TRXC')",False,False,False,False,False
"('GER', 'GMZ')",False,False,False,False,False
"('ICPT', 'SGEN')",False,False,False,False,False
"('TDF', 'TEI')",False,False,False,False,False
"('ACGL', 'BIVV')",False,False,False,DISSOLVED,DISSOLVED
"('AAP', 'PRGO')",False,True,False,False,False
"('ANGO', 'LNTH')",False,False,False,True,False
"('ENTG', 'TER')",False,False,False,False,False
"('FULT', 'YORW')",False,False,False,False,False
"('VAC', 'HT')",False,False,True,False,False
"('HT', 'CDOR')",False,True,False,False,False
"('SCD', 'CEM')",False,False,False,False,False
"('SCD', 'CTR')",False,False,False,False,False
"('SCD', 'EMO')",False,False,False,False,False
"('LOGM', 'CTXS')",False,False,False,False,False
"('HPE', 'MRK')",False,False,False,False,False
"('ALNY', 'IRWD')",False,False,False,False,False
"('SYRS', 'ALNY')",False,False,False,False,False
"('AAMC', 'RESI')",False,False,False,False,False
"('TTI', 'CCLP')",False,False,False,False,False
"('DS', 'NRZ')",False,False,False,False,False
"('MAR', 'BA')",False,False,False,False,False
"('SANW', 'SNES')",False,False,False,False,False
"('RIGL', 'NVUS')",False,False,False,False,False
"('MYJ', 'BLJ')",False,False,True,False,DISSOLVED
"('MYJ', 'MUJ')",False,True,False,False,False
"('GGG', 'FUL')",False,False,False,False,False
"('PFE', 'AIG')",False,False,False,False,False
"('COLL', 'TTPH')",False,False,False,False,True
"('ALNY', 'LIFE')",False,False,False,False,False
"('SNPS', 'TER')",False,False,False,False,False
"('AMRN', 'CHMA')",False,False,False,False,False
"('XPER', 'MRVL')",False,False,False,False,False
"('NL', 'VHI')",False,False,False,False,False
"('DRH', 'VAC')",False,False,False,False,False
"('LC', 'SQ')",False,False,False,False,False
"('TEI', 'EMF')",False,False,False,False,False
"('RESN', 'LII')",True,False,False,False,False
"('ILMN', 'VCYT')",False,False,False,False,False
"('BRTX', 'APDN')",False,False,False,True,False
"('GBT', 'MYOK')",True,False,False,False,False
"('INCY', 'SGEN')",False,False,False,False,False
"('VHI', 'KRO')",False,False,False,False,False
"('VMC', 'XEL')",False,False,False,False,False
"('HXL', 'TFX')",False,False,False,False,False
"('ADM', 'GCI')",False,False,False,False,False
"('PKG', 'TEN')",False,False,False,False,False
"('IMGN', 'GLYC')",False,False,False,False,True
"('PBF', 'NRG')",False,False,False,False,False
"('COLL', 'AMAG')",False,False,False,False,False
"('BXS', 'DEL')",False,False,False,DISSOLVED,DISSOLVED
"('HAWK', 'PAY')",False,DISSOLVED,DISSOLVED,DISSOLVED,DISSOLVED
"('BA', 'CAT')",False,False,False,False,False
"('FITB', 'MPC')",False,False,False,False,False
"('RYAM', 'TECD')",False,False,False,False,False
"('VCRA', 'FIVN')",False,False,False,False,False
"('NOW', 'VEEV')",False,False,False,False,False
"('QDEL', 'AXDX')",False,False,False,False,False
"('PRI', 'ZION')",False,False,False,False,False
"('IART', 'OMI')",False,False,False,False,False
"('OMC', 'CAR')",False,False,False,False,False
"('FCB', 'CLI')",True,False,False,False,False
"('FCB', 'ICE')",False,False,False,False,False
"('SGMS', 'FCX')",False,False,False,False,False
"('CPE', 'CBI')",False,False,False,False,DISSOLVED
"('DGX', 'INAP')",False,False,False,False,False
"('MNE', 'MUI')",False,False,False,False,False
"('ECL', 'RSG')",False,False,False,False,False
"('EFF', 'EFT')",False,True,False,False,False
"('WTBA', 'UFCS')",False,False,False,False,False
"('BANR', 'FBP')",False,False,False,False,False
"('FE', 'TSE')",False,False,False,False,False
"('TROW', 'MKC')",False,False,False,False,False
"('AGIO', 'BLUE')",False,False,True,False,False
"('ARQL', 'SELB')",False,False,False,False,False
"('ANTH', 'CBAY')",False,False,False,False,False
"('BOKF', 'OKE')",False,False,False,False,False
"('BFY', 'BQH')",True,False,False,False,True
"('BFY', 'BSE')",False,False,False,False,False
"('BFY', 'MNE')",True,False,False,False,False
"('STMP', 'PRSS')",False,False,True,False,False
"('SFE', 'AWK')",False,False,False,False,False
"('ALL', 'MMM')",False,False,False,False,False
"('BIVV', 'BIIB')",False,False,False,DISSOLVED,DISSOLVED
"('CMP', 'OMN')",False,False,False,False,False
"('DERM', 'FPRX')",True,False,False,False,False
"('INGR', 'AKS')",False,False,False,False,False
"('TIPRX', 'TIPWX')",True,True,True,True,True
"('LYV', 'LSXMA')",False,False,False,False,False
"('LYV', 'LSXMK')",False,False,False,False,False
"('RETA', 'CRVS')",False,False,False,False,False
"('DVA', 'KND')",True,False,False,False,True
"('SFE', 'VG')",False,False,False,False,False
"('EMN', 'CB')",False,False,False,False,False
"('NOW', 'PSTG')",False,False,False,False,False
"('ORCL', 'AKAM')",False,False,False,False,False
"('MRTX', 'BMRN')",False,False,False,False,False
"('TSE', 'ST')",True,False,False,False,False
"('GCP', 'MKSI')",False,False,False,False,False
"('HUBB', 'KAMN')",False,False,False,False,False
"('LSXMA', 'CHTR')",False,False,False,False,False
"('LSXMK', 'CHTR')",False,False,False,False,False
"('TYG', 'NDP')",False,False,False,False,False
"('TYG', 'NTG')",False,False,False,False,True
"('EPZM', 'TSRO')",False,DISSOLVED,DISSOLVED,DISSOLVED,DISSOLVED
"('BLJ', 'MUJ')",True,True,True,True,DISSOLVED
"('GERN', 'ILMN')",False,False,False,False,False
"('GNC', 'BIG')",False,False,False,False,False
"('SAGE', 'ALNY')",False,False,False,False,False
"('CHTR', 'DISCK')",False,False,False,False,False
"('CHTR', 'DISCA')",False,False,False,False,False
"('MNE', 'BQH')",True,False,False,True,True
"('MNE', 'BSE')",True,False,False,False,False
"('FSLR', 'INT')",False,False,False,False,False
"('CRVS', 'APEN')",True,False,False,False,False
"('KLXI', 'COL')",False,DISSOLVED,DISSOLVED,DISSOLVED,DISSOLVED
"('NAV', 'RIG')",False,False,False,False,False
"('LXRX', 'BUFF')",False,False,False,False,DISSOLVED
"('SIR', 'FVE')",False,True,False,False,False
"('IBM', 'PG')",False,False,False,False,False
"('LPI', 'AR')",False,False,False,False,False
"('RARE', 'SGEN')",False,False,False,False,False
"('SNV', 'GPC')",False,False,False,False,False
"('JRO', 'JSD')",False,False,False,False,False
"('CUBI', 'ACFC')",False,False,False,False,DISSOLVED
"('DFIN', 'DBD')",False,False,False,False,False
"('SO', 'GPC')",False,False,False,False,False
"('TA', 'FVE')",False,False,False,False,False
"('EXR', 'TEN')",False,False,False,False,False
"('CLSD', 'AERI')",False,False,False,False,False
"('UVV', 'OMI')",False,True,False,False,False
"('PGRE', 'REG')",False,False,False,False,False
"('LNC', 'LUV')",False,False,False,False,False
"('BSE', 'BQH')",True,False,False,False,False
"('NUV', 'NNY')",,False,False,False,False
"('QQQX', 'NEV')",,False,False,False,False
"('JMM', 'JPT')",,False,False,False,False
"('NEV', 'NBB')",,False,False,False,False
"('NMY', 'NCA')",,False,False,True,False
"('JHY', 'NMI')",,False,False,False,False
"('NUM', 'JRI')",,False,False,False,False
"('NIQ', 'NJV')",,False,False,False,False
"('JPC', 'NKX')",,False,False,False,False
"('JRO', 'NMT')",,False,False,False,False
"('SPXX', 'BXMX')",,False,False,False,False
"('NEV', 'NAZ')",,False,False,False,False
"('JHB', 'NMZ')",,False,False,False,False
"('NXN', 'DIAX')",,False,False,False,False
"('NPV', 'NSL')",,False,False,False,False
"('NPV', 'NJV')",,False,True,False,False
"('JPC', 'NUO')",,False,False,False,False
"('NPN', 'JCO')",,True,False,False,False
"('NPN', 'NOM')",,False,False,False,False
"('NBB', 'NIM')",,False,False,False,False
"('RREDX', 'RCIAX')",,False,False,False,False
"('JLS', 'JSD')",,False,False,False,False
"('JRO', 'JMM')",,False,False,False,False
"('JRO', 'NSL')",,False,False,False,False
"('NOM', 'NMS')",,False,False,False,False
"('NZF', 'JMF')",,False,False,False,False
"('JHY', 'JRS')",,False,False,False,False
"('JRS', 'NMS')",,False,False,False,False
"('NUM', 'NKX')",,True,False,True,False
"('NXN', 'NAD')",,False,True,True,False
"('DIAX', 'NKG')",,False,False,False,False
"('NEA', 'NXR')",,False,False,False,False
"('JPI', 'BXMX')",,False,False,False,False
"('JFR', 'NBB')",,False,False,False,False
"('NIM', 'JSD')",,False,False,False,False
"('NCB', 'BXMX')",,False,False,False,False
"('NUO', 'BXMX')",,False,False,False,False
"('NMY', 'NAC')",,False,False,False,True
"('NXP', 'NKX')",,False,False,False,False
"('NYV', 'JPT')",,False,False,False,False
"('SIR', 'RMR')",,False,False,False,False
"('NID', 'NUM')",,False,False,False,False
"('JTD', 'NKX')",,False,False,False,False
"('NMS', 'NUO')",,False,False,False,False
"('QQQX', 'NXN')",,False,False,False,False
"('NZF', 'DIAX')",,False,False,True,False
"('NZF', 'NMI')",,False,False,False,False
"('NSL', 'NQP')",,False,False,False,False
"('NMI', 'NRK')",,False,False,False,False
"('NXP', 'NUO')",,False,False,False,False
"('NYV', 'NAC')",,False,False,False,False
"('NAD', 'NQP')",,True,False,True,False
"('JPS', 'JCO')",,False,False,False,False
"('NZF', 'SPXX')",,False,False,False,False
"('JTA', 'NIM')",,False,False,False,False
"('QQQX', 'DIAX')",,False,False,False,False
"('NMY', 'JTA')",,False,False,False,False
"('JTA', 'JQC')",,False,False,False,False
"('JHY', 'NXJ')",,False,False,True,False
"('KMM', 'KTF')",,False,False,False,True
"('NQP', 'NNY')",,False,False,False,False
"('NNY', 'NJV')",,True,False,False,False
"('NCA', 'JPT')",,False,False,False,False
"('JPC', 'NCB')",,False,False,False,False
"('JMM', 'JFR')",,False,False,False,False
"('L', 'DO')",,False,False,False,False
"('NEV', 'JRO')",,False,False,False,False
"('JTD', 'NBB')",,False,False,False,False
"('NXN', 'NXC')",,False,True,False,False
"('NIQ', 'NAC')",,False,False,False,False
"('JDD', 'BXMX')",,False,False,False,False
"('NVG', 'JMM')",,False,False,False,False
"('NMY', 'JPC')",,False,False,False,False
"('NMY', 'NCB')",,False,False,False,False
"('QQQX', 'NUW')",,False,False,False,False
"('NVG', 'JPT')",,False,True,False,False
"('NMZ', 'NCA')",,False,False,False,False
"('NID', 'JSD')",,False,False,False,False
"('NEV', 'JMF')",,False,False,False,False
"('NKX', 'NEA')",,False,False,False,True
"('JRO', 'NMS')",,False,False,False,False
"('NAN', 'JQC')",,False,False,False,False
"('NKG', 'NMS')",,False,False,False,False
"('NKG', 'NXR')",,False,False,False,False
"('JLS', 'NEA')",,False,False,False,True
"('JLS', 'NMZ')",,False,False,True,True
"('NNY', 'NAC')",,True,False,False,False
"('JPI', 'NSL')",,False,False,False,False
"('NMY', 'NXP')",,False,False,False,False
"('NXN', 'JFR')",,True,False,False,False
"('KSM', 'KST')",,False,False,True,False
"('JHS', 'HTD')",,False,False,False,False
"('TYG', 'TTP')",,False,False,False,False
"('NMS', 'BXMX')",,False,False,False,False
"('NPN', 'JGH')",,False,False,False,False
"('JMM', 'JQC')",,False,False,False,False
"('JPT', 'NXC')",,False,False,False,False
"('NHA', 'NNY')",,True,False,False,True
"('NID', 'NBB')",,False,False,False,False
"('NID', 'NVG')",,False,False,False,False
"('NXP', 'JCO')",,False,False,False,False
"('NBB', 'NNY')",,False,False,True,False
"('SPXX', 'NKG')",,True,False,False,False
"('JMLP', 'JRI')",,False,False,False,False
"('JPT', 'SPXX')",,False,False,False,False
"('JDD', 'NMT')",,False,False,False,False
"('NMS', 'SPXX')",,False,False,False,False
"('NVG', 'NUW')",,False,True,False,False
"('QQQX', 'JPT')",,False,False,False,False
"('JFR', 'NXC')",,False,False,False,False
"('NPV', 'JMLP')",,False,False,False,False
"('NUV', 'NAZ')",,False,False,False,False
"('NXN', 'NRK')",,False,True,False,False
"('JPI', 'NMZ')",,False,False,False,False
"('NPN', 'JPT')",,False,False,False,False
"('NZF', 'JPT')",,False,False,False,False
"('JDD', 'NAC')",,False,False,False,False
"('NCA', 'NUW')",,False,False,False,False
"('NMY', 'JQC')",,False,False,False,False
"('DIAX', 'NYV')",,False,False,False,False
"('NMT', 'NIQ')",,True,True,False,False
"('NMS', 'JCO')",,False,False,False,False
"('JHY', 'JDD')",,False,False,False,False
"('NMY', 'NIM')",,False,False,False,True
"('NSL', 'JMF')",,False,False,False,False
"('NCA', 'JPI')",,False,False,False,False
"('JLS', 'NOM')",,False,False,False,False
"('JMM', 'NRK')",,False,False,False,False
"('FCO', 'LAQ')",,True,False,False,False
"('NQP', 'NJV')",,True,False,False,False
"('ABE', 'LAQ')",,False,True,False,DISSOLVED
"('NPN', 'DIAX')",,False,False,False,False
"('QQQX', 'JDD')",,False,True,False,False
"('JRS', 'NNY')",,False,False,False,False
"('PMO', 'PIM')",,False,False,False,False
"('NID', 'NPV')",,False,False,False,False
"('NEV', 'NMT')",,False,False,False,False
"('JTD', 'JCO')",,False,False,False,False
"('JTA', 'JGH')",,False,False,False,False
"('NXR', 'JCO')",,False,False,False,False
"('SPXX', 'JSD')",,False,False,False,False
"('NAN', 'NXC')",,False,False,False,False
"('NMI', 'JFR')",,False,False,False,False
"('NXQ', 'NAD')",,False,False,False,False
"('NUV', 'NOM')",,False,False,False,False
"('NXQ', 'NXC')",,False,False,True,False
"('NTX', 'NOM')",,False,False,False,False
"('NVG', 'NPV')",,False,False,True,False
"('JHB', 'JPC')",,False,False,False,False
"('NXN', 'NOM')",,False,False,False,False
"('NAD', 'SPXX')",,False,False,False,False
"('NAZ', 'JMF')",,False,False,False,False
"('JHY', 'NKG')",,False,False,False,False
"('NAN', 'NJV')",,False,False,False,False
"('JPC', 'JFR')",,False,False,False,False
"('JCE', 'NMZ')",,True,False,True,False
"('JPS', 'NQP')",,False,False,False,False
"('NAD', 'JCO')",,False,False,False,False
"('JSD', 'NMZ')",,False,False,False,False
"('NID', 'NOM')",,False,False,False,False
"('JCE', 'JRI')",,False,False,False,False
"('NRK', 'JGH')",,False,False,False,False
"('NJV', 'NAC')",,False,True,False,False
"('NHA', 'JPC')",,True,True,False,False
"('NVG', 'NIM')",,False,False,False,False
"('NKX', 'JPT')",,False,False,False,False
"('NAD', 'NKX')",,False,False,False,False
"('NPV', 'SPXX')",,False,False,False,False
"('JPI', 'JMF')",,False,False,False,False
"('DIAX', 'JPC')",,False,False,False,False
"('NXQ', 'JCE')",,False,False,False,False
"('QQQX', 'JHY')",,False,False,False,False
"('NZF', 'JPI')",,False,False,False,False
"('NZF', 'BXMX')",,False,False,True,False
"('NRK', 'NEA')",,False,False,False,False
"('NPN', 'BXMX')",,False,True,False,False
"('NJV', 'JCO')",,False,False,False,False
"('NIM', 'JMLP')",,False,False,False,False
"('NMT', 'NNY')",,False,True,False,False
"('NUV', 'NYV')",,False,False,True,False
"('JTD', 'JPI')",,False,False,False,False
"('JHI', 'HEQ')",,False,False,False,False
"('NAD', 'JSD')",,False,False,False,False
"('NPV', 'NKG')",,True,False,False,False
"('QQQX', 'JMLP')",,False,False,False,False
"('JPS', 'NEA')",,False,False,False,False
"('DIAX', 'NUW')",,False,False,False,False
"('BGY', 'BGT')",,False,False,False,False
"('JTA', 'JDD')",,False,False,False,False
"('NXN', 'NAZ')",,True,False,False,False
"('NXP', 'JDD')",,False,False,False,False
"('NCA', 'JCO')",,False,False,False,False
"('NXP', 'JFR')",,False,False,False,False
"('NMY', 'JRO')",,False,False,False,False
"('JPC', 'JMLP')",,False,False,False,False
"('JRO', 'NAD')",,False,False,False,False
"('NYV', 'JDD')",,False,False,False,False
"('NXN', 'NAN')",,False,False,False,True
"('JFR', 'NRK')",,False,False,True,False
"('NID', 'JTA')",,False,False,False,False
"('NZF', 'NMT')",,False,False,False,False
